,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,0.000247875480709988,0.0474041792252651,-0.0154139779718845,-0.00253974770304495,-0.00849586240716594,-0.0164685291657365,-0.0286868331727375,-0.017898183324409,-0.0113718912864408,-0.0328762852440544,-0.0207308837903673,0.0497095901561366,0.0099955513064109,0.0442134816926267,0.0477224106178328,0.0450965219703516,0.0338134474285152,0.00180151675517353,-0.000244616467907692,-0.0096136667411858,-0.0191271447397805,-0.0328414474077279,-0.00623706407090052,-0.0140106224838359,0.0254451842647169,0.0351412893739181,0.0112963905802688,-0.00350836578074677,-0.0259314093357767,-0.000754008375009792
1,0.000687408301507004,0.0461135550292406,-0.016429848041019,-0.00234191552520779,-0.0065810831500899,-0.0178219119258335,-0.0277928318519223,-0.0169817986013832,-0.0102856182383578,-0.0335547124543082,-0.0200560503082081,0.0519805772675384,0.00938446634168707,0.0436710727862234,0.0502921203981213,0.0448600063306857,0.0310546529188582,-0.00115416446838745,-0.00178294648270638,-0.00997393591669441,-0.0175273602850153,-0.033965205776537,-0.00954768500438686,-0.0153722595014143,0.0261536432475041,0.0338071428412618,0.00958812944322461,-0.00322467846338723,-0.0265020019415002,-0.00221063532804163
2,0.00114064884294791,0.0447311360598571,-0.0174463989682719,-0.00216381115600845,-0.00465448898613983,-0.0191746724775315,-0.0269026928581806,-0.0159996387680862,-0.00913261313967055,-0.0342472613932585,-0.0193431925488225,0.0542961872323913,0.00883325914942783,0.0430795604295628,0.0528945476703875,0.0446164633648563,0.0282843926878121,-0.00413833109720747,-0.00330584876738971,-0.0103255623797094,-0.0159799211299632,-0.0351174712014696,-0.012830573499819,-0.0167303734141856,0.0268274638880882,0.032437524932843,0.0078870338006264,-0.00297659468768622,-0.0270740785187979,-0.00368069603965491
3,0.00160638936305778,0.0432544628323079,-0.0184597633220533,-0.0020081158771883,-0.00272352771816513,-0.0205210383123953,-0.0260210399059152,-0.0149472656579691,-0.00791141154765548,-0.0349465206437042,-0.0185900939367507,0.0566505197960302,0.00834817411562358,0.0424360793654399,0.0555201767444508,0.0443645840962698,0.0255183011215043,-0.00714028750459304,-0.00480573594053403,-0.0106678313294205,-0.0144920910553034,-0.0362924101218992,-0.0160678077321566,-0.0180786563865266,0.0274578433057887,0.031035774497078,0.00619915347448108,-0.00276768947215718,-0.0276455260204153,-0.00516062532274905
4,0.00208318356934741,0.0416813507061181,-0.0194660936439821,-0.00187718820093655,-0.000795448219555672,-0.0218552783129103,-0.0251523777245565,-0.0138204806142763,-0.00662113296172133,-0.0356444800647171,-0.0177948420295491,0.0590372743368192,0.00793487323404782,0.0417381349341372,0.0581593465872997,0.0441028336903105,0.0227723457213851,-0.0101490301999261,-0.00627515583056099,-0.011000380610543,-0.0130703246384926,-0.0374836947963474,-0.0192417285748084,-0.0194108218648478,0.0280363440881537,0.0296055952923101,0.00453008492153287,-0.00260125427341064,-0.0282141732416543,-0.00664676153595251
5,0.0025693438254696,0.040009944348065,-0.0204615947055722,-0.00177300410226809,0.00112277183724783,-0.0231717520019893,-0.0243010369681431,-0.0126154068363928,-0.00526155335032191,-0.0363325848840386,-0.0169558980373869,0.0614497474966012,0.00759833814368154,0.0409836607101745,0.0608023097102378,0.0438294497438487,0.0200626876914584,-0.0131533195428569,-0.0077068636153801,-0.0113232172519751,-0.0117201782074046,-0.0386845353731439,-0.0223351171710177,-0.0207206496072189,0.0285550223745334,0.0281510539434629,0.00288489839184364,-0.00248024934477086,-0.0287777992730528,-0.0081353478969102
6,0.00306294289195022,0.0382387759108394,-0.0214425560950442,-0.00169710069205508,0.00302448941247049,-0.0244649580043281,-0.0234711215840897,-0.011328571020092,-0.00383317106239744,-0.0370017975807114,-0.0160721639039572,0.063880832389343,0.0073427770444367,0.0401710699706458,0.0634392857393341,0.043542443752573,0.0174055391705597,-0.0161417570009043,-0.00909389215812205,-0.0116367259146886,-0.0104462337730909,-0.0398877181918237,-0.0253313671902919,-0.0220020280769107,0.0290065489237811,0.0266765733078311,0.00126807383787387,-0.00240725884475502,-0.0293341427988191,-0.00962253370382086
7,0.00356182054458371,0.0363668260656538,-0.0224053848879604,-0.00165052437983406,0.00490344936216629,-0.0257295812039706,-0.0226664594729869,-0.00995698277192406,-0.00233726438038529,-0.0376426671124915,-0.0151430455154982,0.0663230199725222,0.00717153804899503,0.0392992997003719,0.0660605089528702,0.0432396059428185,0.0148170186292867,-0.0191028676654208,-0.0104296196363076,-0.0119416686985427,-0.00925203747255929,-0.0410856502980256,-0.0282146494341113,-0.0232489936959074,0.0293843209250001,0.0251869207847771,-0.000316553193733439,-0.00238444944566388,-0.0298809122837166,-0.0111043757439661
8,0.00406359531981981,0.0343935868340586,-0.023346638119086,-0.00163378452239986,0.00675382648052186,-0.0269605380543452,-0.0218905571894076,-0.00849821028471794,-0.000775939099789958,-0.0382454049789195,-0.0141685106401492,0.068768403139223,0.00708703052617668,0.0383678459977733,0.0686562693168378,0.0429185136194728,0.0123130059596345,-0.0220251875577504,-0.011707833576874,-0.0122391759634772,-0.00814005383251413,-0.0422704100694637,-0.030970066550411,-0.0244557665327135,0.0296825625345253,0.0236871911667097,-0.00186583461186463,-0.00241353318908521,-0.0304157970550622,-0.0125768401482704
9,0.00456568152796285,0.0323191249800726,-0.0242630547371722,-0.00164681348102731,0.00857025557420061,-0.0281530194734964,-0.0211465593391205,-0.0069504507991484,0.000847835310258547,-0.038799967549242,-0.0131491402640527,0.0712086840472044,0.00709065596266909,0.0373767899380201,0.0712169468119079,0.0425765431432681,0.00990899878105335,-0.0248973550630189,-0.0129227904385578,-0.0125307280414011,-0.00711163691286486,-0.0434338037577908,-0.0335837957449497,-0.0256167820846336,0.0298964123955289,0.022182783708416,-0.00337734087966516,-0.0024957353169129,-0.0309364792447479,-0.0140358049204253
10,0.00506531155259312,0.0301441445533042,-0.0251515866914463,-0.00168893391800304,0.0103478491443071,-0.0293025307434635,-0.0204372132252882,-0.0053125944439478,0.00253020220579855,-0.0392961440231308,-0.0120861720826203,0.0736351851496553,0.00718274981191184,0.0363268131713474,0.0737330391109716,0.0422108856098461,0.00761997146907747,-0.0277082056330541,-0.0140692699255165,-0.0128181279442509,-0.00616701910817555,-0.0445674276544359,-0.0360432175401103,-0.0267267189061943,0.0300219967090637,0.0206793731889548,-0.0048493794775479,-0.00263176777096798,-0.0314406465105489,-0.0154770633296701
11,0.00555956331973027,0.0278700470237165,-0.0260094287701102,-0.00175883405369189,0.0120822025802797,-0.0304049278335833,-0.0197648391893105,-0.00358428014292655,0.00426640793211287,-0.0397236493302181,-0.0109815350238503,0.0760388643354533,0.00736253570896023,0.0352192027784037,0.0761951829237026,0.0418185662599354,0.00546023838012758,-0.0304468687118357,-0.0151426232701895,-0.0131034654047657,-0.00530531808061669,-0.0456627354914177,-0.0383370288281265,-0.0277805219310478,0.0300564867661225,0.0191828748546657,-0.00628100027369407,-0.00282180899974031,-0.0319260054088693,-0.0168963283103022
12,0.00604539267606709,0.025498987327697,-0.0268340467884837,-0.001854551480962,0.0137693870937654,-0.0314564495864949,-0.0191313069846331,-0.0017659423990123,0.00605080640252374,-0.0400722212109525,-0.00983787382319109,0.0784103345276697,0.00762809330694168,0.0340558451644526,0.0785941695634997,0.0413964676053359,0.00344332269688177,-0.0331028656649902,-0.0161388147876548,-0.0133890728134481,-0.00452456197459398,-0.0467111105933677,-0.0404553386956319,-0.0287734214338426,0.0299981402079853,0.0176994032619664,-0.00767198758804171,-0.00306549063642299,-0.032390295245396,-0.0182892379612589
13,0.00651967026709539,0.0230339240631103,-0.0276232037090653,-0.00197346599753216,0.0154059309293307,-0.0324537452444399,-0.0185380184171134,0.000141152087400234,0.00787687856982731,-0.0403317206554966,-0.0086585628325399,0.0807398880294546,0.00797634083431835,0.0328392090428199,0.0809209555048701,0.0409413562095833,0.00158183225248916,-0.0356662073463971,-0.017054456077428,-0.013677473832125,-0.00382173272660766,-0.047703942205746,-0.0423897457578479,-0.0297009476809493,0.0298463256452776,0.0162352251813894,-0.00902283898740244,-0.00336189151856593,-0.0328313021890102,-0.0196513621889825
